"Stn Code","Sampling Date","State","City/Town/Village/Area","Location of Monitoring Station","Agency","Type of Location","SO2","NO2","RSPM/PM10","PM 2.5"
531,19-08-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,146,NA
531,22-08-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,177,NA
531,27-08-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,134,NA
531,09-02-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,174,NA
531,09-05-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,62,NA
531,09-10-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,84,NA
531,15-09-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,80,NA
531,18-09-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,107,NA
531,23-09-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,92,NA
531,26-09-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,101,NA
531,10-07-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,150,NA
531,10-10-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,134,NA
531,15-10-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,115,NA
531,20-10-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,230,NA
531,22-10-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",6,82,348,NA
531,27-10-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,209,NA
531,30-10-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,206,NA
531,11-05-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,210,NA
531,11-11-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,236,NA
531,14-11-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,192,NA
531,19-11-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,247,NA
531,24-11-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,215,NA
531,27-11-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,420,NA
531,12-03-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,225,NA
531,12-08-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,189,NA
531,12-11-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,228,NA
531,16-12-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,229,NA
531,19-12-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,382,NA
531,30-12-14,Delhi,Delhi,"Pritampura, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,31,309,NA
60,01-02-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,107,NA
60,01-07-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,198,NA
60,01-10-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,57,318,NA
60,16-01-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,458,NA
60,21-01-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,26,142,NA
60,24-01-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,179,NA
60,29-01-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,33,180,NA
60,02-04-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,157,NA
60,02-07-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,226,NA
60,02-12-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,234,NA
60,17-02-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,315,NA
60,20-02-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,328,NA
60,25-02-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,215,NA
60,03-03-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,283,NA
60,03-06-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,184,NA
60,03-11-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,145,NA
60,14-03-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,149,NA
60,20-03-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,156,NA
60,25-03-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,170,NA
60,28-03-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,163,NA
60,04-03-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,147,NA
60,04-09-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,183,NA
60,16-04-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,211,NA
60,22-04-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,241,NA
60,25-04-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,202,NA
60,05-01-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,213,NA
60,05-06-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,243,NA
60,05-09-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,229,NA
60,15-05-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,204,NA
60,20-05-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,202,NA
60,23-05-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,189,NA
60,28-05-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,31,NA,NA
60,06-03-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,NA,NA
60,06-06-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,NA,NA
60,06-11-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,190,NA
60,16-06-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,189,NA
60,19-06-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,175,NA
60,24-06-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,149,NA
60,27-06-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,271,NA
60,07-03-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,23,128,NA
60,07-08-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,28,183,NA
60,07-11-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,31,157,NA
60,16-07-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,163,NA
60,21-07-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,26,108,NA
60,24-07-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,20,105,NA
60,30-07-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,168,NA
60,08-05-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,147,NA
60,08-08-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,147,NA
60,13-08-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,141,NA
60,20-08-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,147,NA
60,09-03-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,23,139,NA
60,09-08-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,NA,NA
60,09-11-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,22,NA,NA
60,16-09-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,29,NA,NA
60,19-09-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,28,129,NA
60,24-09-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,207,NA
60,29-09-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,324,NA
60,10-08-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,266,NA
60,13-10-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,207,NA
60,16-10-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,216,NA
60,21-10-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,159,NA
60,30-10-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,161,NA
60,11-07-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,318,NA
60,11-12-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,240,NA
60,17-11-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,615,NA
60,20-11-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,348,NA
60,25-11-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,187,NA
60,12-01-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,130,NA
60,12-04-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,255,NA
60,12-09-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,218,NA
60,12-12-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,302,NA
60,17-12-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,191,NA
60,22-12-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,224,NA
60,26-12-14,Delhi,Delhi,"Siri Fort, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,229,NA
59,01-03-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,301,NA
59,01-08-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,48,354,NA
59,13-01-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,46,218,NA
59,17-01-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,131,NA
59,22-01-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,27,119,NA
59,27-01-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,181,NA
59,30-01-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,35,387,NA
59,02-05-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,48,287,NA
59,02-10-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,254,NA
59,13-02-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,270,NA
59,18-02-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,327,NA
59,21-02-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,119,NA
59,26-02-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,273,NA
59,03-04-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,146,NA
59,03-07-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,51,197,NA
59,03-12-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,49,94,NA
59,18-03-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,52,108,NA
59,21-03-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,56,152,NA
59,26-03-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,104,NA
59,04-01-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,53,115,NA
59,04-04-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,124,NA
59,04-11-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,47,183,NA
59,17-04-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,190,NA
59,23-04-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",5,59,434,NA
59,28-04-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,165,NA
59,05-02-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,296,NA
59,05-07-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,281,NA
59,05-12-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,246,NA
59,16-05-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,204,NA
59,21-05-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,313,NA
59,26-05-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,238,NA
59,29-05-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,212,NA
59,06-04-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,31,NA,NA
59,06-09-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,NA,NA
59,06-12-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,NA,NA
59,17-06-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,36,163,NA
59,20-06-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,177,NA
59,25-06-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,159,NA
59,07-01-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,50,239,NA
59,07-04-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,34,158,NA
59,07-09-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,182,NA
59,14-07-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,112,NA
59,17-07-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,24,104,NA
59,22-07-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,128,NA
59,25-07-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,41,159,NA
59,08-01-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,139,NA
59,08-06-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,125,NA
59,08-11-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,44,93,NA
59,14-08-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,86,NA
59,21-08-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,134,NA
59,26-08-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,40,152,NA
59,09-01-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,30,160,NA
59,09-09-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,32,93,NA
59,09-12-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,33,130,NA
59,17-09-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,31,114,NA
59,22-09-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,39,185,NA
59,25-09-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,199,NA
59,10-01-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,43,120,NA
59,10-09-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,37,130,NA
59,15-10-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,42,152,NA
59,17-10-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,54,172,NA
59,22-10-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",18,92,304,NA
59,28-10-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,38,161,NA
59,11-03-14,Delhi,Delhi,"Janakpuri, Delhi",Central Pollution Control Board,"Residential, Rural and other Areas",4,45,308,NA
